"","id","title","date","views","likes","comment_count"
"73","qaVGHNwITKE","FRANCO PARISI y PAMELA JILES DESTRUYEN REFORMA DE PENSIONES DE BORIC: ""HAY UN PORRO EN LA MONEDA""","2022-11-05T00:15:06Z","23597","1379","276"
"74","qDZhINDMC1k","REVISANDO LOS COMENTARIOS MÁS LLENOS de ODIO en LAS REDES SOCIALES acerca de POLÍTICA CHILENA","2022-10-06T02:06:54Z","1672","85","63"
"75","qf7LoocJVAE","¡TOMÁS MOSCIATTI trata de ""IGNORANTE TOTAL"" a GABRIEL BORIC y EXIGE RENUNCIAS por NUEVOS ESCÁNDALOS!","2023-02-22T18:30:09Z","1824","217","25"
"76","qjMVnI_jN4A","PERIODISTAS HUMILLAN a BORIC por NO RECONOCER a VÍCTIMAS de ENCERRONAS | AGENDA 2030 EN CONSTITUCIÓN","2022-09-14T23:20:35Z","2401","167","36"
"77","QxCI0satRLI","¡PDI investiga al PDG y MOSCIATTI informa su FIN mientras DIPUTADO se querella y exigue EXPULSIÓN!","2022-11-15T12:30:24Z","8752","716","153"
"78","QXT1N3_mHFw","AXEL KAISER es DESCUBIERTO por ENCUBRIR FRAUDE ELECTORAL de UDI y COMUNISTAS... ¡ESCÁNDALO TOTAL!","2022-12-19T21:15:09Z","6560","555","164"
"79","R5ymtU0cVqA","¡ASCO! POLÍTICOS de AMBOS LADOS ROBAN PROCESO CONSTITUYENTE Y DEFINEN ACUERDO A ESPALDAS DE LA GENTE","2022-10-05T20:00:40Z","2088","154","37"
"80","RCa2cx0JU1Y","La NUEVA ESTAFA de GABRIEL BORIC con DINERO de TODOS LOS CHILENOS... ¡ENTÉRATE!","2023-02-22T00:00:09Z","12156","815","87"
"81","rJ_Q48fALBo","PARISI REGRESA a CHILE con UNA LLAVE que PODRÍA HUNDIR A BORIC y a TODA LA CASTA POLÍTICA CORRUPTA","2023-01-30T20:15:07Z","4518","574","104"
"82","RlSdEbFS_YU","¡NUEVO MILICOGATE! TODOS los EX COMANDANTES en JEFE del EJERCITO están PROCESADOS por LEY ...","2022-02-16T17:38:21Z","934","121","16"
"83","RN_LdSRfT6o","¡PDG anuncia VOTACIÓN DIGITAL para decidir SI APOYAN a COMUNISTAS y PAMELA JILES HUMILLA a CARIOLA!","2022-10-28T17:00:18Z","2368","244","92"
"84","rnS4kyQqkTI","PDG sufre ATAQUES Y PARISI AMENAZA CON DEMANDAR a DIPUTADO mientras BORIC CELEBRA por ECONOMÍA...","2023-03-02T01:00:11Z","1930","235","22"
"85","S00xaieFXaU","LA PESADILLA DE BORIC - Las 4 OPCIONES PARA CHILE DESPUÉS DEL ARRASANTE TRIUNFO DEL RECHAZO","2022-09-08T01:05:23Z","3903","318","106"
"86","sG8fZYVRph0","EX NIÑO POETA destruye a IVAN MOREIRA en CADENA NACIONAL","2022-08-26T01:54:09Z","1828","118","21"
"87","sv0NqgBvGwE","MOSCIATTI CRITICA el PROCESO CONSTITUYENTE Y a BORIC por querer ATRASAR EL PROCESO para su beneficio","2022-11-26T18:30:08Z","2857","323","47"
"88","T1vC50Y4WZ0","RODOLFO CARTER: EL DEMOLEDOR...","2023-03-25T22:15:11Z","1504","206","37"
"89","tnq0HtcWmVY","PAMELA JILES dice que QUIERE SER PRESIDENTA de CHILE por el PDG y que ""BORIC es PEOR QUE PIÑERA""...","2022-10-20T14:13:12Z","4024","318","138"
"90","TSehteMemto","TOMÁS MOSCIATTI es DESCUBIERTO MINTIENDO EN VIVO mientras se BURLA de sus COLEGAS PERIODISTAS","2023-03-23T00:45:08Z","4880","386","84"
"91","u1KNic1SKZk","MILLONARIO FRAUDE ELECTORAL del PARTIDO COMUNISTA sale a LA LUZ y JADUE ATACA duramente a BORIC!!!","2023-03-28T00:30:10Z","3094","262","32"
"92","UhX40Jdua-A","TRANS DEL RECHAZO - BURLÁNDOME de la FRANJA del APRUEBO y del RECHAZO NIÑO POETA vs CRISTIÁN WARNKEN","2022-08-22T01:44:47Z","2660","105","35"
"93","UJ93fUXdNvY","DURO ROUND ENTRE FRANCO PARISI y MIROSEVIC: ""UN CUIQUITO REVOLUCIONARIO"" y VLADO avisa ""LEY PARISI""","2022-11-09T23:00:08Z","12517","786","127"
"94","UPS-v8GHUNk","¡FERNANDO ATRIA ATACA al NUEVO PROCESO CONSTITUYENTE y el PDG LLEGA A UN ACUERDO con el GOBIERNO!","2022-11-20T22:30:07Z","3383","287","43"
"95","uS91Ssy7_N8","¡IQUIQUE BLOQUEADO y MINISTRO del INTERIOR CULPA a BORIC y a SU BANCADA por CRISIS EN TARAPACÁ!","2022-01-31T20:30:11Z","2890","345","61"
"96","uZt-CyuZe3E","LA PRENSA, EL PDG y LA DC DAN GOLPE A CAMPAÑA de KAROL CARIOLA a PRESIDENTA de CÁMARA DE DIPUTADOS","2022-10-30T21:30:06Z","26086","1352","228"
"97","vCI6cKP3uU4","¡SCHALPER se tira CONTRA KAST llamándolo ""MENTIROSO"" y la DERECHA se QUIEBRA por NUEVA CONSTITUCIÓN!","2022-10-12T20:28:44Z","2534","140","35"
"98","veZ-j19NtfM","¡ESCÁNDALO! DIPUTADOS del PDG ENCABEZAN LISTA de los que MÁS DINERO HAN GASTADO EN TRANSPORTE","2022-11-03T22:00:11Z","2231","158","37"
"99","vU-FFBUyC7I","¡INSTITUCIONES del ESTADO ATACAN a BORIC por ESCÁNDALO de los INDULTOS!","2023-01-11T11:00:10Z","4026","405","50"
"100","VUaYdyrregs","BORIC PODRÍA CAER: JUECES ordenan INVESTIGAR FRAUDE MILLONARIO DE PARTIDOS por MILITANTES FANTASMAS","2023-03-04T22:45:10Z","20894","2480","220"
"101","VvkOnOE4UJQ","BORIC SE JUNTA con PIÑERA y FUERZAS ARMADAS de CHILE sufren DURÍSIMO GOLPE en ECUADOR!!!","2022-12-02T18:30:09Z","2643","346","53"
"102","vvoQhVuCTBI","¡FUERTE! FELIPE KAST ATACA a GABRIEL BORIC acusándolo de MAL LIDER Y GRAN FRACASO...","2022-02-17T18:23:25Z","3118","228","41"
"103","W5_K0BgCEn4","¡CRISIS TOTAL en el PDG por AMENAZA de COMUNISTAS y PRESIDENCIA DE LA CÁMARA DE DIPUTADOS!","2022-10-28T01:02:53Z","16583","698","261"
"104","WDQwbbXZ2Vg","FRANCO PARISI dice que QUIERE IR A PRIMARIAS CON PAMELA JILES Y QUE SERÍA UN EXITAZO y ATACA A BORIC","2022-10-24T11:00:31Z","1760","163","34"
"105","WjfypWyCFK8","LOS EXCESIVOS GASTOS DE LOS NUEVOS DIPUTADOS: OFICINAS DE MILLONARIO y DECENAS DE ASESORES! #shorts","2022-10-31T22:15:00Z","1694","176","63"
"106","WmOWwq2dHJc","JC RODRIGUEZ PELEA con LIDER DE CAMIONEROS mientras PARO CONTINÚA TRAS FALLIDA JUNTA CON EL GOBIERNO","2022-11-25T22:30:08Z","6211","506","152"
"107","X3qqn8dwDYM","La VIOLENCIA en las MANIFESTACIONES...","2022-10-18T14:30:47Z","1313","119","41"
